Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),
Configuration Field Inputs,50,50,2,0,0,15,V1,v,10000,I2,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Frequency,ROCOF,
 ,3.56,0.941819691785,165.846351565,1.02049732288,136.630332194,49.9715948407,0.015999655763,
 ,3.58,0.941883605878,166.583776046,1.02056657622,137.367756674,49.9695292486,0.0163006383546,
 ,3.6,0.94194952927,167.311085709,1.02063800671,138.095066338,49.9673921598,0.0167819750314,
 ,3.62,0.942014952004,168.029720115,1.02070889472,138.813700743,49.9651563843,0.017466818154,
 ,3.64,0.942077527055,168.74113656,1.02077669716,139.525117188,49.9627948821,0.0183620042789,
 ,3.66,0.94213517289,169.446772783,1.02083915861,140.230753412,49.9602829989,0.0194571406896,
 ,3.68,0.942186159463,170.148012894,1.02089440449,140.931993522,49.957600559,0.0207250681641,
 ,3.7,0.942229169985,170.846157143,1.02094100802,141.630137772,49.9547336427,0.0221236817999,
 ,3.72,0.942263333651,171.542396075,1.02097802565,142.326376704,49.9516759019,0.0235989782043,
 ,3.74,0.942288227709,172.237789443,1.02100499931,143.021770072,49.9484293033,0.0250890901701,
 ,3.76,0.942303850335,172.933250166,1.02102192701,143.717230794,49.9450042372,0.0265289797269,
 ,3.78,0.942310568491,173.629533446,1.02102920639,144.413514075,49.9414189815,0.0278553973518,
 ,3.8,0.942309047044,174.327231027,1.02102755784,145.111211655,49.9376985677,0.0290116871027,
 ,3.82,0.942300166713,175.026770413,1.02101793567,145.810751041,49.9338731444,0.029952028788,
 ,3.84,0.942284938922,175.728418754,1.02100143578,146.512399383,49.9299759789,0.0306447585728,
 ,3.86,0.942264425325,176.432290939,1.02097920852,147.216271568,49.9260412638,0.0310744934315,
 ,3.88,0.942239668696,177.138361349,1.02095238377,147.922341978,49.9221019129,0.0312428933257,
 ,3.9,0.942211640295,177.846478623,1.02092201394,148.630459251,49.9181875265,0.0311680161161,
 ,3.92,0.942181206813,178.556382717,1.02088903811,149.340363346,49.9143226901,0.0308823414851,
 ,3.94,0.942149117854,179.267723508,1.02085426851,150.051704137,49.9105257397,0.0304296500395,
 ,3.96,0.942116012816,179.980080153,1.02081839794,150.764060781,49.9068080861,0.0298610331396,
 ,3.98,0.942082444187,-179.307019519,1.02078202506,151.476961109,49.9031741455,0.0292303717756,
 ,4.0,0.942048912806,-178.5940803,1.02074569254,152.189900329,49.8996218706,0.0285896560753,
 ,4.02,0.942015909662,-177.8816222,1.02070993238,152.902358428,49.8961438346,0.0279845206332,
 ,4.04,0.941983958314,-177.170164881,1.02067531189,153.613815747,49.8927287721,0.0274503467146,
 ,4.06,0.941953652133,-176.460214314,1.02064247399,154.323766314,49.8893634486,0.0270092338114,
 ,4.08,0.941925681094,-175.752251936,1.02061216631,155.031728692,49.8860347053,0.0266680740929,
 ,4.1,0.941900843942,-175.046726428,1.02058525432,155.7372542,49.8827315106,0.0264178786485,
 ,4.12,0.941880042947,-174.344048086,1.02056271565,156.439932542,49.8794468503,0.0262344091382,
 ,4.14,0.941864260218,-173.644585641,1.02054561446,157.139394987,49.8761793002,0.0260800682512,
 ,4.16,0.941854516412,-172.948665272,1.02053505668,157.835315357,49.8729341492,0.025906903579,
 ,4.18,0.941851814563,-172.256571475,1.02053212912,158.527409154,49.8697239764,0.0256604891872,
 ,4.2,0.9418570735,-171.568549423,1.02053782738,159.215431205,49.8665686307,0.0252843747527,
 ,4.22,0.941871056734,-170.884808434,1.02055297875,159.899172194,49.8634946068,0.024724740839,
 ,4.24,0.941894303675,-170.205526202,1.02057816769,160.578454426,49.8605338678,0.0239348768364,
 ,4.26,0.941927070405,-169.530853506,1.02061367168,161.253127122,49.8577222031,0.0228791091985,
 ,4.28,0.941969286992,-168.860919193,1.02065941495,161.923061435,49.8550972557,0.0215358525548,
 ,4.3,0.94202053733,-168.195835329,1.02071494664,162.588145299,49.852696377,0.019899531927,
 ,4.32,0.942080065851,-167.535702492,1.02077944804,163.248278136,49.8505544801,0.0179812236532,
